"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"GIESSEL",152,98.03,0,0,0.984999999999999,0.984999999999999
"GIGOT",152,98.68,0,0,0.659999999999997,0.659999999999997
"GILLULY",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"GIRD",152,88.16,0.655000000000001,0.655000000000001,10.53,0
"GIRIMONTE",152,97.37,1.315,0,1.315,0
"GISSENDANER",152,53.95,42.76,0,1.645,1.645
"GIZAW",152,0,90.13,1.315,1.315,7.24
"GOLLAHON",152,98.03,0.984999999999999,0,0.984999999999999,0
"GOMEZSANCHEZ",152,3.29,0,0,96.71,0
"GONEY",152,90.79,3.29,0,3.29,2.63
"GOSK",152,96.05,0.329999999999998,0,0.329999999999998,3.29
"GRANDGEORGE",152,98.03,0,0.984999999999999,0.984999999999999,0
"GRAZER",152,92.11,0.325000000000003,0.325000000000003,3.29,3.95
"GREENACRE",152,94.74,1.052,1.052,1.052,2.104
"GREMER",152,88.82,0.325000000000003,0.325000000000003,3.95,6.58
"GRITTMAN",152,99.34,0,0.329999999999998,0.329999999999998,0
"GROTEGUT",152,96.05,0,1.975,0,1.975
"GUENTERT",152,99.34,0.329999999999998,0,0.329999999999998,0
"GUIKEMA",152,98.03,0,0.984999999999999,0.984999999999999,0
"GUNZEL",152,100,0,0,0,0
"GUYLL",152,98.03,0,0.984999999999999,0,0.984999999999999
"HADRAVA",152,93.42,1.645,0,1.645,3.29
"HARTLOFF",152,98.03,0,0,0,1.97
"HAYHOE",152,95.39,0.659999999999997,0,0.659999999999997,3.29
"HAZA",152,56.58,1.97333333333333,1.97333333333333,34.21,5.26333333333333
"HEA",152,71.71,1.31666666666667,21.05,1.31666666666667,4.60666666666667
"HEGRE",152,92.76,1.31666666666666,1.31666666666666,3.29,1.31666666666666
"HERRIFORD",152,67.76,23.03,0.984999999999999,0.984999999999999,7.24
"HIETER",152,93.42,0,0,4.61,1.97
"HIGNETT",152,98.03,0.984999999999999,0,0.984999999999999,0
"HIRSCHORN",152,98.03,0,0,0.984999999999999,0.984999999999999
"HOEPFL",152,96.05,1.31666666666667,1.31666666666667,1.31666666666667,0
"HOGLAN",152,92.11,1.31333333333333,1.31333333333333,1.31333333333333,3.95
"HOHBEIN",152,98.03,0.984999999999999,0,0.984999999999999,0
"HOLEYFIELD",152,64.47,31.58,1.31666666666667,1.31666666666667,1.31666666666667
"HOLMBOE",152,97.37,0.876666666666665,0.876666666666665,0.876666666666665,0
"HOLSHUE",152,98.68,0.659999999999997,0,0,0.659999999999997
"HOMMINGA",152,77.63,0.660000000000004,0,0.660000000000004,21.05
"HOMS",152,30.26,1.53666666666667,0,65.13,3.07333333333333
"HOVINGA",152,95.39,1.1525,1.1525,0,2.305
"HOWKINS",152,67.11,30.92,0.984999999999999,0.984999999999999,0
"HUBARD",152,82.89,15.13,0,0.990000000000002,0.990000000000002
"HUBRED",152,98.68,0.659999999999997,0,0.659999999999997,0
"HUGENBERG",152,99.34,0.329999999999998,0,0.329999999999998,0
"HYBL",152,97.37,0.876666666666665,0,0.876666666666665,0.876666666666665
"HYTINEN",152,99.34,0,0,0.329999999999998,0.329999999999998
"IMBORNONE",152,98.03,0.984999999999999,0,0.984999999999999,0
"IMURA",152,6.58,0.655000000000001,85.53,0.655000000000001,6.58
"ISHMON",152,1.09333333333333,92.11,1.09333333333333,1.09333333333333,4.61
"IZEN",152,93.42,0.659999999999997,0.659999999999997,5.26,0
"JAHNCKE",152,95.39,0,0,4.61,0
"JANQUART",152,100,0,0,0,0
"JOELL",152,16.45,70.39,2.305,2.305,8.55
"JONIEC",152,99.34,0.329999999999998,0,0.329999999999998,0
"JOPPY",152,1.64,92.11,1.64,0,4.61
"JUDEN",152,96.05,0.987500000000001,0.987500000000001,0.987500000000001,0.987500000000001
"JUENGST",152,94.74,0,0.984999999999999,3.29,0.984999999999999
"JUNAID",152,11.18,20.39,51.32,0.990000000000002,16.12
"JUNGREIS",152,85.53,1.315,3.29,1.315,8.55
"JUSCZAK",152,100,0,0,0,0
"JUSSEAUME",152,98.68,0,0.659999999999997,0.659999999999997,0
"KALLEM",152,90.79,0.659999999999997,7.89,0,0.659999999999997
"KAMON",152,72.37,1.315,21.05,3.95,1.315
"KARUNARATNE",152,5.26,0.989999999999995,84.87,0.989999999999995,7.89
"KARWAN",152,93.42,0.984999999999999,4.61,0.984999999999999,0
"KATANA",152,91.45,5.26,1.09666666666666,1.09666666666666,1.09666666666666
"KATSURA",152,7.24,0.984999999999999,87.5,0.984999999999999,3.29
"KENIGSBERG",152,94.74,0.325000000000003,0,0.325000000000003,4.61
"KENNICK",152,84.21,9.87,0.985000000000007,3.95,0.985000000000007
"KERNICK",152,98.68,0,0,0,1.31999999999999
"KERSJES",152,98.03,0.656666666666666,0.656666666666666,0.656666666666666,0
"KHORRAMI",152,78.29,0,0.984999999999999,0.984999999999999,19.74
"KIEMELE",152,99.34,0,0,0.329999999999998,0.329999999999998
"KINMON",152,62.5,37.5,0,0,0
"KLCO",152,100,0,0,0,0
"KLOOZ",152,98.03,0,0.984999999999999,0,0.984999999999999
"KOCHISS",152,96.05,0.329999999999998,0.329999999999998,3.29,0
"KOCZERA",152,99.34,0.329999999999998,0,0.329999999999998,0
"KOHARA",152,5.92,0,88.82,0,5.26
"KOMRO",152,99.34,0,0.329999999999998,0.329999999999998,0
"KOSLOFF",152,94.74,4.61,0,0.325000000000003,0.325000000000003
"KRAINZ",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"KRAJCOVIC",152,95.39,1.53666666666667,0,1.53666666666667,1.53666666666667
"KRAMPF",152,99.34,0,0,0.329999999999998,0.329999999999998
"KRASLEY",152,99.34,0.329999999999998,0,0.329999999999998,0
"KRASSELT",152,99.34,0.329999999999998,0,0.329999999999998,0
"KRUKAR",152,94.08,0,0.984999999999999,3.95,0.984999999999999
"KUCAN",152,96.71,0,1.645,1.645,0
"KUENN",152,97.37,0,0,1.315,1.315
"KUNDLA",152,98.68,0.659999999999997,0,0,0.659999999999997
"KURINSKY",152,94.08,0,0,0,5.92
"KUSHEL",152,98.68,0.659999999999997,0,0.659999999999997,0
"LAASE",152,97.37,0,0,1.315,1.315
"LAIDACKER",152,94.08,3.29,0,1.315,1.315
"LANGHOFER",152,94.08,0,1.97333333333333,1.97333333333333,1.97333333333333
"LANGREDER",152,99.34,0,0,0.329999999999998,0.329999999999998
"LANGSFORD",152,94.74,0.984999999999999,0.984999999999999,3.29,0
"LAQUEY",152,94.08,0,0.984999999999999,0.984999999999999,3.95
"LARIA",152,63.82,1.315,0,33.55,1.315
"LAVICTOIRE",152,90.13,0.660000000000004,0,8.55,0.660000000000004
"LEBAKKEN",152,98.03,0,0.984999999999999,0,0.984999999999999
"LEMMERS",152,88.16,5.26,0,1.645,4.935
"LEMUEL",152,32.89,55.26,5.92,0.990000000000002,4.94
"LENBERG",152,96.71,0,0,1.645,1.645
"LIBERATOR",152,92.11,0.655000000000001,0,0.655000000000001,6.58
"LIEVENSE",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"LINTZENICH",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"LIPSMAN",152,96.71,1.09666666666667,0,1.09666666666667,1.09666666666667
"LONIEWSKI",152,98.03,0.984999999999999,0,0.984999999999999,0
"LONS",152,80.92,13.82,1.315,1.315,2.63
"LORETT",152,81.58,5.92,4.61,1.315,6.575
"LOSAW",152,96.71,0,1.645,0,1.645
"LOVERRO",152,94.74,1.315,1.315,1.315,1.315
"LOVILL",152,97.37,0.657499999999999,0.657499999999999,0,1.315
"LUCANIA",152,98.68,0,0,0.659999999999997,0.659999999999997
"LUPIN",152,90.13,1.645,1.645,3.29,3.29
"MACBLANE",152,99.34,0,0,0.329999999999998,0.329999999999998
"MACHUTA",152,95.39,0,0,1.53666666666667,3.07333333333333
"MAGAZINER",152,95.39,1.53666666666667,1.53666666666667,1.53666666666667,0
"MAGAZU",152,94.08,1.48,1.48,1.48,1.48
"MAGSBY",152,7.24,90.13,1.315,1.315,0
"MAHLA",152,96.71,0,0,1.645,1.645
"MARASCIO",152,96.05,0,0,1.31666666666667,2.63333333333334
"MAROUF",152,76.32,0.655000000000001,0,0.655000000000001,22.37
"MARZOCCA",152,93.42,0,1.315,1.315,3.95
"MASCHHOFF",152,99.34,0,0,0.329999999999998,0.329999999999998
"MASOTTO",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"MASSENBERG",152,1.75333333333333,94.74,0,1.75333333333333,1.75333333333333
"MASSICOT",152,67.76,27.63,3.95,0.329999999999998,0.329999999999998
"MASTEJ",152,96.71,0,0,0,3.29
"MATANO",152,63.16,4.61,18.42,9.87,3.94
"MATILLA",152,21.71,5.92,18.42,53.95,0
"MATTAN",152,75.007500750075,7.89078907890789,0,5.92059205920592,11.1811181118112
"MATTEONI",152,99.34,0,0.329999999999998,0.329999999999998,0
"MAZOLA",152,78.29,0.984999999999999,0,19.74,0.984999999999999
"MCCOX",152,50.66,46.05,0,1.09666666666667,2.19333333333334
"MCCRINK",152,95.39,0,1.53666666666667,1.53666666666667,1.53666666666667
"MCGARRAHAN",152,93.42,0.659999999999997,0,5.26,0.659999999999997
"MCGOVNEY",152,99.34,0.329999999999998,0,0.329999999999998,0
"MCOMIE",152,94.08,0.984999999999999,0,3.95,0.984999999999999
"MEHAS",152,92.11,0,1.315,5.26,1.315
"MEINZ",152,91.45,0,1.53333333333333,1.53333333333333,5.48333333333333
"MELORO",152,94.08,0.655000000000001,0,4.61,0.655000000000001
"MEMERING",152,99.34,0.329999999999998,0,0.329999999999998,0
"MENIFIELD",152,1.645,93.42,0,1.645,3.29
"MESSBARGER",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"MICHALENKO",152,96.71,0,0,1.645,1.645
"MICHLIN",152,97.37,0.876666666666665,0,0.876666666666665,0.876666666666665
"MICIC",152,98.68,0.659999999999997,0,0.659999999999997,0
"MIHELCIC",152,95.39,0.659999999999997,0,0.659999999999997,3.29
"MLEJNEK",152,96.05,0,0.987500000000001,0.987500000000001,1.975
"MODDE",152,99.34,0.329999999999998,0,0.329999999999998,0
"MODRZYNSKI",152,96.05,0,1.31666666666667,0,2.63333333333334
"MONTRONE",152,92.11,1.9725,1.9725,1.9725,1.9725
"MOULES",152,92.76,0,0.989999999999995,5.26,0.989999999999995
"MOZDEN",152,95.39,0,1.53666666666667,1.53666666666667,1.53666666666667
"MOZIER",152,86.18,0.659999999999997,6.58,0.659999999999997,5.92
"MULLALEY",152,91.45,0.655000000000001,0.655000000000001,3.29,3.95
"MULRANEY",152,97.37,0.876666666666665,0,0.876666666666665,0.876666666666665
"MUNDWILLER",152,96.71,1.09666666666667,1.09666666666667,1.09666666666667,0
"MURFIELD",152,95.39,1.1525,1.1525,1.1525,1.1525
"MURNEY",152,93.42,0.659999999999997,0,0.659999999999997,5.26
"MUTA",152,48.6848684868487,15.1315131513151,27.6327632763276,3.29032903290329,5.26052605260526
"MYHAN",152,89.47,9.87,0.329999999999998,0.329999999999998,0
"NADY",152,82.24,15.79,0.984999999999999,0,0.984999999999999
"NARAYANA",152,5.26,0.655000000000001,88.82,0.655000000000001,4.61
"NARVAIS",152,8.55,0.329999999999998,3.29,87.5,0.329999999999998
"NAVEY",152,96.71,1.645,0,0,1.645
"NESTERENKO",152,98.03,0,0,0.984999999999999,0.984999999999999
"NEUHARDT",152,98.03,0,0.984999999999999,0,0.984999999999999
"NEUSTEIN",152,96.71,0,0,0,3.29
"NIEDZWIEDZ",152,95.39,0,0,4.61,0
"NIKLES",152,98.03,0.984999999999999,0,0,0.984999999999999
"NUESCA",152,7.89,0.989999999999995,74.34,7.24,9.54
"OCANO",152,3.29,0.659999999999997,0,95.39,0.659999999999997
"OLDACRE",152,46.71,48.68,0,1.53666666666667,3.07333333333333
"ORTIZLOPEZ",152,3.29,0.659999999999997,0.659999999999997,95.39,0
"OTTENSTEIN",152,98.03,0,0.984999999999999,0,0.984999999999999
"OWSIAK",152,95.39,1.53666666666667,0,1.53666666666667,1.53666666666667
"PACIGA",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"PALAMA",152,32.89,0,44.08,7.24,15.79
"PALAY",152,73.03,3.29,8.55,12.5,2.63
"PALAZZOTTO",152,90.79,0,2.3,4.61,2.3
"PALESTINA",152,40.79,0,0,59.21,0
"PAMMER",152,98.68,0.659999999999997,0,0.659999999999997,0
"PATTS",152,83.55,13.16,1.09666666666667,1.09666666666667,1.09666666666667
"PAVLOS",152,98.03,0,0.984999999999999,0.984999999999999,0
"PEDINI",152,98.68,0.659999999999997,0,0.659999999999997,0
"PELESKY",152,97.37,0,0,1.315,1.315
"PELOZA",152,95.39,1.1525,0,1.1525,2.305
"PERCHEZ",152,5.26,0,0,94.74,0
"PESCHKA",152,97.37,0,0,1.315,1.315
"PETRIELLA",152,100,0,0,0,0
"PETRUNAK",152,99.34,0,0,0.329999999999998,0.329999999999998
"PETRUSH",152,95.39,0.659999999999997,0.659999999999997,0,3.29
"PFLASTERER",152,98.68,0,0.659999999999997,0,0.659999999999997
"PFUNDT",152,97.37,0,1.315,0,1.315
"PICEK",152,100,0,0,0,0
"PIFFER",152,92.76,0,0.876666666666665,0.876666666666665,5.48666666666667
"PINCE",152,90.13,1.97333333333333,1.97333333333333,1.97333333333333,3.95
"PIPHO",152,94.74,0,3.29,0.984999999999999,0.984999999999999
"PLASEK",152,94.74,0,0,5.26,0
"POFFENROTH",152,98.68,0.659999999999997,0,0.659999999999997,0
"POLINI",152,89.47,0,0,10.53,0
"PORTUGUEZ",152,7.24,0.655000000000001,3.29,88.16,0.655000000000001
"POSTERICK",152,98.68,0,0,0,1.31999999999999
"POSTORINO",152,97.37,1.315,0,1.315,0
"POULAKOS",152,89.47,0.660000000000004,0.660000000000004,3.29,5.92
"POVENTUD",152,4.61,0,0.984999999999999,93.42,0.984999999999999
"PRUSSING",152,92.76,0,1.315,1.315,4.61
"PUFPAFF",152,97.37,0,0,1.315,1.315
"PUGATCH",152,96.05,0,1.975,0,1.975
"RAFANELLI",152,97.37,0,0,0.876666666666665,1.75333333333333
"RAH",152,21.71,5.92,62.5,0.659999999999997,9.21
"RAHHAL",152,82.89,0.329999999999998,0.329999999999998,3.95,12.5
"RAIBLEY",152,98.68,0.659999999999997,0,0.659999999999997,0
"RAMIREZHERNAND",152,5.26,0,0,94.74,0
"RAMIREZSANCHEZ",152,0.659999999999997,0.659999999999997,0,98.68,0
"RASKOB",152,97.37,0,0,1.315,1.315
"REHKEMPER",152,100,0,0,0,0
"REICHSTADT",152,97.37,0,1.315,0,1.315
"REJCEK",152,95.39,0,0,0,4.61
"RENALDS",152,92.76,3.29,0.987499999999997,0.987499999999997,1.97499999999999
"RENNICH",152,100,0,0,0,0
"RENSI",152,92.76,1.645,0,3.95,1.645
"REPPART",152,96.71,0,1.09666666666667,0,2.19333333333334
"RETZKE",152,96.71,0,0,1.645,1.645
"RIGOS",152,71.05,3.29,8.55,15.79,1.32000000000001
"RIMBERT",152,15.13,26.32,0,55.26,3.29
"RINTA",152,90.13,0.655000000000001,3.95,4.61,0.655000000000001
"RITZIE",152,73.03,25,0.656666666666666,0.656666666666666,0.656666666666666
"ROBRECHT",152,98.03,0,0.656666666666666,0.656666666666666,0.656666666666666
"RODGES",152,55.26,35.53,0.660000000000004,7.89,0.660000000000004
"RODRIGUEL",152,7.89,0.329999999999998,0.329999999999998,91.45,0
"ROMANOVICH",152,97.37,0,0,1.315,1.315
"ROMANUS",152,94.74,1.315,1.315,1.315,1.315
"ROMIGH",152,98.68,0,0,0.659999999999997,0.659999999999997
"ROPELEWSKI",152,98.03,0.984999999999999,0,0.984999999999999,0
"ROSKIN",152,98.03,0.984999999999999,0,0.984999999999999,0
"ROTHRAUFF",152,100,0,0,0,0
"ROUNSEVILLE",152,96.05,0,1.31666666666667,0,2.63333333333334
"RUSCIGNO",152,97.37,0,0,1.315,1.315
"RYKKEN",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"SABATELLO",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"SADOWY",152,99.34,0.329999999999998,0,0.329999999999998,0
"SALOOM",152,96.71,1.09666666666667,0,1.09666666666667,1.09666666666667
"SAMICK",152,94.74,0,0.984999999999999,3.29,0.984999999999999
"SAMYN",152,98.68,0.659999999999997,0,0.659999999999997,0
"SARACHO",152,3.95,1.315,11.84,81.58,1.315
"SARKOZI",152,94.74,0.984999999999999,0,3.29,0.984999999999999
"SARTY",152,89.47,0.329999999999998,0,0.329999999999998,9.87
"SASSA",152,78.29,0.654999999999994,13.82,0.654999999999994,6.58
"SAUS",152,91.45,3.29,1.315,1.315,2.63
"SCHAFFNIT",152,96.71,0,0,1.09666666666667,2.19333333333334
"SCHEE",152,85.53,0,9.21,1.75333333333333,3.50666666666666
"SCHEUBLE",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"SCHLAGENHAUF",152,99.34,0.329999999999998,0,0.329999999999998,0
"SCHNORBUS",152,100,0,0,0,0
"SCHROTER",152,94.08,0,1.97333333333333,1.97333333333333,1.97333333333333
"SCHRUMP",152,99.34,0,0,0.329999999999998,0.329999999999998
"SCHULTIS",152,99.34,0.329999999999998,0,0.329999999999998,0
"SCHURKE",152,97.37,0,0,1.315,1.315
"SCHWARTZBECK",152,99.34,0,0,0.329999999999998,0.329999999999998
"SCIRROTTO",152,98.03,0,0,0.984999999999999,0.984999999999999
"SCOGNAMILLO",152,95.39,0.329999999999998,0,3.95,0.329999999999998
"SCOTESE",152,98.03,0.984999999999999,0,0.984999999999999,0
"SEDGEWICK",152,84.87,12.5,0,0.876666666666665,1.75333333333333
"SEDORIS",152,99.34,0.329999999999998,0,0.329999999999998,0
"SELTMAN",152,98.03,0,0,0.984999999999999,0.984999999999999
"SERHAN",152,82.89,0.990000000000002,0,5.92,10.2
"SEYBOTH",152,96.71,0,0,1.645,1.645
"SHAKAL",152,96.71,1.645,1.645,0,0
"SHARDA",152,28.29,0.984999999999999,65.79,0.984999999999999,3.95
"SHOULDICE",152,94.08,0,0,1.97333333333333,3.94666666666667
"SHOWMAKER",152,96.71,1.09666666666667,0,1.09666666666667,1.09666666666667
"SHROADS",152,93.42,0,3.29,1.645,1.645
"SININGER",152,98.03,0,0.984999999999999,0.984999999999999,0
"SIPLING",152,92.76,4.61,0,1.315,1.315
"SIPPL",152,99.34,0.329999999999998,0,0.329999999999998,0
"SIROTKIN",152,96.71,0,0,0,3.29
"SIVONGXAY",152,0.329999999999998,0,89.47,0.329999999999998,9.87
"SLEDZINSKI",152,99.34,0.329999999999998,0,0.329999999999998,0
"SMALDINO",152,94.74,0,0,5.26,0
"SMASHEY",152,97.37,0,0,1.315,1.315
"SOBO",152,83.55,5.92,1.645,1.645,7.24
"SOHOLT",152,95.39,0,0,0,4.61
"SOIGNIER",152,95.39,0.329999999999998,0,3.95,0.329999999999998
"SONSTEGARD",152,96.71,0,1.645,0,1.645
"SOVIA",152,87.5,1.31666666666667,1.31666666666667,8.55,1.31666666666667
"SPARAPANI",152,92.11,0,1.31333333333333,1.31333333333333,5.26333333333333
"SPARKE",152,97.37,0.657499999999999,0.657499999999999,0.657499999999999,0.657499999999999
"SPIELBAUER",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"SPINETTI",152,91.45,0,1.645,5.26,1.645
"STAFFARONI",152,95.39,0.659999999999997,0.659999999999997,3.29,0
"STAUDENMAYER",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"STEFANOVSKI",152,94.74,0.325000000000003,0,0.325000000000003,4.61
"STINN",152,98.68,0.659999999999997,0,0.659999999999997,0
"STOSICH",152,99.34,0.329999999999998,0,0.329999999999998,0
"STRABLEY",152,92.76,0.329999999999998,0,6.58,0.329999999999998
"STRAZZERI",152,91.45,0.984999999999999,0.984999999999999,6.58,0
"STREEPY",152,94.74,0,0.984999999999999,3.29,0.984999999999999
"STREVIG",152,98.03,0,0.984999999999999,0.984999999999999,0
"STROBERT",152,38.16,55.92,0,1.97333333333333,3.94666666666667
"SUICH",152,98.68,0.659999999999997,0,0.659999999999997,0
"SULZEN",152,94.74,0,1.315,1.315,2.63
"SUOS",152,0.984999999999999,0,94.08,0.984999999999999,3.95
"TAMAYOSE",152,0.990000000000002,0.990000000000002,87.5,5.26,5.26
"TAREEN",152,18.42,0.329999999999998,64.47,0.329999999999998,16.45
"TATAREK",152,98.68,0.659999999999997,0,0.659999999999997,0
"TAURA",152,17.76,0.659999999999997,32.89,43.42,5.27
"TEJEDOR",152,11.18,0.335000000000001,11.18,76.97,0.335000000000001
"THEEDE",152,99.34,0.329999999999998,0,0.329999999999998,0
"THOMASMA",152,96.71,1.09666666666667,0,1.09666666666667,1.09666666666667
"THROPE",152,63.16,31.58,0,2.63,2.63
"TIENTER",152,95.39,0,0.659999999999997,3.29,0.659999999999997
"TILLET",152,50,22.37,0.329999999999998,21.05,6.25
"TIMAN",152,79.61,0.984999999999999,6.58,8.55,4.275
"TINCKNELL",152,93.42,1.09666666666666,1.09666666666666,1.09666666666666,3.29
"TISONE",152,98.68,0,0,0.659999999999997,0.659999999999997
"TJEERDSMA",152,98.68,0,0.659999999999997,0.659999999999997,0
"TOBBEN",152,99.34,0,0,0.329999999999998,0.329999999999998
"TOMASCH",152,97.37,0,0.876666666666665,0.876666666666665,0.876666666666665
"TONUCCI",152,95.39,0,0,2.305,2.305
"TORTOLA",152,46.71,0.984999999999999,0,51.32,0.984999999999999
"TRAVES",152,84.21,7.24,1.09666666666667,5.26,2.19333333333334
"TRENERY",152,92.76,0,1.97499999999999,1.97499999999999,3.29
"TRUXALL",152,98.03,0,0,0.984999999999999,0.984999999999999
"TSCHINKEL",152,98.68,0.659999999999997,0,0.659999999999997,0
"TUDERS",152,94.74,1.052,1.052,1.052,2.104
"TURILLI",152,94.08,0,1.315,3.29,1.315
"TUTOLO",152,96.71,0,1.09666666666667,0,2.19333333333334
"TVRDY",152,95.39,0.329999999999998,3.95,0.329999999999998,0
"TYGRETT",152,98.68,0,0.659999999999997,0,0.659999999999997
"UHE",152,94.08,0,3.29,1.315,1.315
"UMPHRES",152,92.76,1.315,0,4.61,1.315
"UNGUREANU",152,88.8111188881112,0,0,4.60953904609539,6.57934206579342
"UNK",152,53.95,15.13,21.71,5.92,3.28999999999999
"UPHUS",152,99.34,0,0,0.329999999999998,0.329999999999998
"URIEL",152,26.97,3.29,0.989999999999995,67.76,0.989999999999995
"VANELLI",152,94.08,0.329999999999998,0.329999999999998,5.26,0
"VANOOYEN",152,94.08,0,1.97333333333333,1.97333333333333,1.97333333333333
"VAULT",152,33.55,62.5,0,1.975,1.975
"VERSAGGI",152,96.71,0,1.09666666666667,1.09666666666667,1.09666666666667
"VESPUCCI",152,98.03,0,0,0.984999999999999,0.984999999999999
"VIDELA",152,20.39,0,0.659999999999997,78.29,0.659999999999997
"VIGESAA",152,95.39,0,0.659999999999997,0.659999999999997,3.29
"VILANDRE",152,94.74,0.325000000000003,0,0.325000000000003,4.61
"VILENSKY",152,97.37,0,1.315,0,1.315
"VINKE",152,98.03,0,0,0.984999999999999,0.984999999999999
"VOLLMUTH",152,99.34,0.329999999999998,0,0.329999999999998,0
"VONROSENBERG",152,99.34,0.329999999999998,0,0.329999999999998,0
"VORONIN",152,94.74,0,0,0,5.26
"WADSLEY",152,97.37,0,0,0.876666666666665,1.75333333333333
"WAIKEL",152,96.71,1.645,0,0,1.645
"WAISS",152,87.5,2.41333333333333,5.26,2.41333333333333,2.41333333333333
"WAITLEY",152,90.13,7.89,0.990000000000002,0.990000000000002,0
"WATCH",152,56.58,23.03,0.325000000000003,3.95,16.115
"WAYRYNEN",152,98.03,0.984999999999999,0,0.984999999999999,0
"WECKBACHER",152,99.34,0.329999999999998,0,0.329999999999998,0
"WEILNAU",152,97.37,0,0.876666666666665,0.876666666666665,0.876666666666665
"WELTHER",152,96.71,1.645,0,1.645,0
"WENDOVER",152,94.74,0.655000000000001,0,0.655000000000001,3.95
"WESTMILLER",152,94.08,0.984999999999999,0,3.95,0.984999999999999
"WHEATMAN",152,96.71,1.645,0,1.645,0
"WHITEHAT",152,1.75333333333333,0,1.75333333333333,0,96.4933333333333
"WIGANT",152,92.11,0,7.24,0.325000000000003,0.325000000000003
"WILFAHRT",152,97.37,0,0,1.315,1.315
"WISMAR",152,99.34,0.329999999999998,0,0.329999999999998,0
"WITTHAR",152,94.74,0,1.315,1.315,2.63
"WOEHLKE",152,99.34,0.329999999999998,0,0.329999999999998,0
"WOJTAK",152,92.76,0,1.31666666666666,3.29,2.63333333333333
"WOLFFORD",152,95.39,1.53666666666667,0,1.53666666666667,1.53666666666667
"YACOUBIAN",152,88.82,0.325000000000003,0.325000000000003,4.61,5.92
"YARNOLD",152,96.71,0.822500000000002,0,0.822500000000002,1.645
"YAYA",152,14.47,21.71,19.08,40.79,3.95
"YNOSTROZA",152,11.84,0.989999999999995,0,86.18,0.989999999999995
"YOUM",152,1.97666666666666,7.89,86.18,1.97666666666666,1.97666666666666
"ZABACK",152,99.34,0,0,0.329999999999998,0.329999999999998
"ZANOTELLI",152,84.21,1.53333333333334,1.53333333333334,6.58,6.14333333333334
"ZARSKI",152,98.03,0,0.984999999999999,0,0.984999999999999
"ZAZZARO",152,95.39,0,1.53666666666667,1.53666666666667,1.53666666666667
"ZELNER",152,99.34,0,0.329999999999998,0.329999999999998,0
"ZENGA",152,97.37,0.876666666666665,0.876666666666665,0,0.876666666666665
"ZILINSKY",152,98.03,0,0.656666666666666,0.656666666666666,0.656666666666666
"ZIMBRO",152,94.74,0.984999999999999,0,0,4.275
"ZUMWALDE",152,96.05,0,1.31666666666667,1.31666666666667,1.31666666666667
"ABRAHANTE",151,7.28,0,0,92.72,0
"ACFALLE",151,7.95,0.659999999999997,78.15,6.62,6.62
"AGEL",151,86.09,3.31,0.335000000000001,5.96,4.305
"ALAIN",151,79.47,5.96,7.28,1.66,5.63
"ALLEGRI",151,90.07,1.325,1.325,3.31,3.97
"ALSHEIKH",151,70.86,0.994999999999997,3.97,5.96,18.215
"ANDOLSEK",151,100,0,0,0,0
"ANDROSKI",151,98.01,0,0,0,1.98999999999999
"ANESI",151,91.39,0,5.96,0.883333333333335,1.76666666666667
"ANGONE",151,96.03,0.329999999999998,0,3.31,0.329999999999998
"ARDRY",151,88.08,1.655,1.655,5.3,3.31
"ARJUN",151,4.64,15.89,31.79,0.990000000000002,46.69
"ASFELD",151,96.69,0,0.827500000000001,0.827500000000001,1.655
"ASSAM",151,27.1527152715271,25.8325832583258,21.1921192119212,3.97039703970397,21.8521852185219
"ATTIE",151,86.75,0,0.883333333333335,0.883333333333335,11.4833333333333
"AUCKERMAN",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"AUDIE",151,84.77,4.64,0.990000000000002,4.64,4.96
"AUWARTER",151,98.01,0.994999999999997,0,0.994999999999997,0
"AVGERINOS",151,93.38,0,0.883333333333335,0.883333333333335,4.85333333333334
"AYA",151,13.25,3.97,33.11,47.68,1.98999999999999
"BABBAGE",151,78.81,17.22,0,1.985,1.985
"BABIAN",151,95.36,1.16,1.16,1.16,1.16
"BACCALA",151,100,0,0,0,0
"BADALYAN",151,80.13,0,1.99,1.99,15.89
"BAJA",151,35.76,1.325,49.01,12.58,1.325
"BANECK",151,98.68,0,0.659999999999997,0,0.659999999999997
"BANWARTH",151,100,0,0,0,0
"BARBAGLIA",151,99.34,0,0,0.329999999999998,0.329999999999998
"BARBEITO",151,32.45,0,0,67.55,0
"BARDING",151,98.01,0.994999999999997,0,0.994999999999997,0
"BAREMORE",151,92.72,1.82,0,1.82,3.64
